"Direcc..Media.de.Proced..0.N.90.E."	"logHm0"	"logTm02"	"logTp"	"ID"	"loc"
90	1.63119940421561	2.07191327525904	2.34372703632522	2122	"CostaPalamos"
135	1.18784342239605	1.76473079684014	2.08691355651854	2122	"CostaPalamos"
125	1.29746314741327	1.83577635464483	2.1540850846756	2122	"CostaPalamos"
94	1.44926916028128	1.96009478404727	2.2353763433006	2122	"CostaPalamos"
129	1.16315080980568	1.75267208052001	2.11986345617875	2122	"CostaPalamos"
103	1.48387468945875	1.89761985992753	2.13653050866396	2122	"CostaPalamos"
124	1.63315443905142	1.99470031322475	2.31253542384721	2122	"CostaPalamos"
117	1.4655675420144	1.90657514365664	2.18941639488841	2122	"CostaPalamos"
89	1.68082790852077	2.12704052047911	2.40784560365154	2122	"CostaPalamos"
89	1.66203036255327	2.10169215061466	2.38600670113312	2122	"CostaPalamos"
104	1.67709656090792	2.06051353179432	2.28238238567653	2122	"CostaPalamos"
189	1.18478998490916	1.71918877639322	2.01756613796175	2122	"CostaPalamos"
100	1.60140574073684	1.95160817016995	2.26384426467762	2122	"CostaPalamos"
119	1.49065437644413	1.91985947185537	2.21593728626837	2122	"CostaPalamos"
101	1.55392520250384	2.03077636969855	2.26384426467762	2122	"CostaPalamos"
87	1.4655675420144	2.00012773496011	2.25339484880327	2122	"CostaPalamos"
109	1.3609765531356	1.8484548129046	2.12823170584927	2122	"CostaPalamos"
103	1.42310833424261	1.94161522477243	2.19833507162025	2122	"CostaPalamos"
116	1.18478998490916	1.74221902366792	2.00955541421567	2122	"CostaPalamos"
94	1.62727783056243	2.0515563381903	2.33311429802887	2122	"CostaPalamos"
95	1.48839958405704	1.96150224381515	2.24389609664537	2122	"CostaPalamos"
115	1.46787434811231	1.89160480419777	2.12823170584927	2122	"CostaPalamos"
88	1.45161382724053	2.02022218201986	2.30258509299405	2122	"CostaPalamos"
114	1.61938824328727	1.97269117173296	2.24389609664537	2122	"CostaPalamos"
91	1.40609698841607	1.92861865194525	2.24389609664537	2122	"CostaPalamos"
117	1.42791603581071	1.89009536994892	2.21593728626837	2122	"CostaPalamos"
100	1.38379123090177	1.8531680973567	2.1540850846756	2122	"CostaPalamos"
126	1.41342302850814	1.87180217690159	2.18941639488841	2122	"CostaPalamos"
105	1.48160454092422	1.91692261218206	2.1540850846756	2122	"CostaPalamos"
121	1.3244189574018	1.81807677754543	2.12823170584927	2122	"CostaPalamos"
111	1.18784342239605	1.79009141212736	2.07191327525904	2122	"CostaPalamos"
131	1.12817109090965	1.71559810826249	2.01756613796175	2122	"CostaPalamos"
109	1.49290409617815	1.88403474533723	2.12823170584927	2122	"CostaPalamos"
95	1.62136648329937	2.01623546577604	2.26384426467762	2122	"CostaPalamos"
87	1.51072193949494	2.01490302054226	2.31253542384721	2122	"CostaPalamos"
